idal_mat_not,fk_idmateria_almatnotcur,fk_idnota_almatnotcur,fk_idalumno_almatnotcur,fk_idcurso_almatnotcur,valor_nota,obs,createdAt,updatedAt
1529,1,4,329,1,,orci eget orci vehicula condimentum curabitur in libero ut massa,2024-12-31,
1530,2,4,330,2,8,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,2024-12-31,
1531,3,4,331,3,,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,2024-12-31,
1532,4,4,332,4,1,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,2024-12-31,
1533,1,4,333,1,,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,2024-12-31,
1534,2,4,334,2,6,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,2024-12-31,
1535,3,4,335,3,,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,2024-12-31,
1536,4,4,336,4,,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,2024-12-31,
1537,1,4,337,1,,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,2024-12-31,
1538,2,4,338,2,3,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,2024-12-31,
1539,3,4,339,3,,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,2024-12-31,
1540,4,4,340,4,,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,2024-12-31,
1541,1,4,341,1,,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,2024-12-31,
1542,2,4,342,2,,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,2024-12-31,
1543,3,4,343,3,,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2024-12-31,
1544,4,4,344,4,,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,2024-12-31,
1545,1,4,345,1,,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,2024-12-31,
1546,2,4,346,2,,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,2024-12-31,
1547,3,4,347,3,,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,2024-12-31,
1548,4,4,348,4,,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,2024-12-31,
1549,1,4,349,1,6,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,2024-12-31,
1550,2,4,350,2,,lectus aliquam sit amet diam in magna bibendum imperdiet nullam,2024-12-31,
1551,3,4,351,3,4,mauris non ligula pellentesque ultrices phasellus id sapien in sapien,2024-12-31,
1552,4,4,352,4,,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,2024-12-31,
1553,1,4,353,1,,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,2024-12-31,
1554,2,4,354,2,,quisque porta volutpat erat quisque erat eros viverra eget congue eget,2024-12-31,
1555,3,4,355,3,9,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,2024-12-31,
1556,4,4,356,4,,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,2024-12-31,
1557,1,4,357,1,2,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,2024-12-31,
1558,2,4,358,2,,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,2024-12-31,
1559,3,4,359,3,,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,2024-12-31,
1560,4,4,360,4,,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,2024-12-31,
1561,1,4,361,1,,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,2024-12-31,
1562,2,4,362,2,,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,2024-12-31,
1563,3,4,363,3,,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,2024-12-31,
1564,4,4,364,4,,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,2024-12-31,
1565,1,4,365,1,,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,2024-12-31,
1566,2,4,366,2,,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,2024-12-31,
1567,3,4,367,3,,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,2024-12-31,
1568,4,4,368,4,,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,2024-12-31,
1569,1,4,369,1,,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,2024-12-31,
1570,2,4,370,2,,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,2024-12-31,
1571,3,4,371,3,,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2024-12-31,
1572,4,4,372,4,,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2024-12-31,
1573,1,4,373,1,5,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,2024-12-31,
1574,2,4,374,2,,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,2024-12-31,
1575,3,4,375,3,2,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,2024-12-31,
1576,4,4,376,4,,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2024-12-31,
1577,1,4,377,1,,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,2024-12-31,
1578,2,4,378,2,,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,2024-12-31,
1579,3,4,379,3,,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,2024-12-31,
1580,4,4,380,4,,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,2024-12-31,
1581,1,4,381,1,,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,2024-12-31,
1582,2,4,382,2,,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,2024-12-31,
1583,3,4,383,3,,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,2024-12-31,
1584,4,4,384,4,,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,2024-12-31,
1585,1,4,385,1,8,tellus in sagittis dui vel nisl duis ac nibh fusce,2024-12-31,
1586,2,4,386,2,,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,2024-12-31,
1587,3,4,387,3,,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,2024-12-31,
1588,4,4,388,4,,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,2024-12-31,
1589,1,4,389,1,4,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,2024-12-31,
1590,2,4,390,2,1,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,2024-12-31,
1591,3,4,391,3,,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,2024-12-31,
1592,4,4,392,4,,ut massa volutpat convallis morbi odio odio elementum eu interdum,2024-12-31,
1593,1,4,393,1,,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,2024-12-31,
1594,2,4,394,2,7,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,2024-12-31,
1595,3,4,395,3,,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,2024-12-31,
1596,4,4,396,4,,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,2024-12-31,
1597,1,4,397,1,,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,2024-12-31,
1598,2,4,398,2,5,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,2024-12-31,
1599,3,4,399,3,5,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,2024-12-31,
1600,4,4,400,4,,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,2024-12-31,
1601,1,5,1,1,,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,2025-02-27,
1602,2,5,2,2,,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,2025-02-25,
1603,3,5,3,3,,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,2025-02-22,
1604,4,5,4,4,,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,2025-02-21,
1605,1,5,5,1,3,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus,2025-02-09,
1606,2,5,6,2,,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,2025-02-08,
1607,3,5,7,3,,duis bibendum felis sed interdum venenatis turpis enim blandit mi in,2025-02-02,
1608,4,5,8,4,,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,2025-02-16,
1609,1,5,9,1,,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,2025-02-06,
1610,2,5,10,2,,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2025-02-02,
1611,3,5,11,3,2,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,2025-02-16,
1612,4,5,12,4,,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,2025-02-26,
1613,1,5,13,1,,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,2025-02-11,
1614,2,5,14,2,7,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,2025-02-18,
1615,3,5,15,3,9,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,2025-02-22,
1616,4,5,16,4,,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,2025-02-23,
1617,1,5,17,1,3,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,2025-02-27,
1618,2,5,18,2,,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,2025-02-04,
1619,3,5,19,3,,nulla tellus in sagittis dui vel nisl duis ac nibh,2025-02-19,
1620,4,5,20,4,,enim blandit mi in porttitor pede justo eu massa donec dapibus,2025-02-13,
1621,1,5,21,1,,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,2025-02-22,
1622,2,5,22,2,,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,2025-02-11,
1623,3,5,23,3,3,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,2025-02-06,
1624,4,5,24,4,1,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,2025-02-27,
1625,1,5,25,1,,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,2025-02-15,
1626,2,5,26,2,9,ultrices phasellus id sapien in sapien iaculis congue vivamus metus,2025-02-26,
1627,3,5,27,3,,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,2025-02-25,
1628,4,5,28,4,,nisi eu orci mauris lacinia sapien quis libero nullam sit,2025-02-03,
1629,1,5,29,1,,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,2025-02-01,
1630,2,5,30,2,,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,2025-02-15,
1631,3,5,31,3,,quis lectus suspendisse potenti in eleifend quam a odio in,2025-02-08,
1632,4,5,32,4,2,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,2025-02-07,
1633,1,5,33,1,1,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,2025-02-10,
1634,2,5,34,2,,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,2025-02-04,
1635,3,5,35,3,,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,2025-02-09,
1636,4,5,36,4,,in sagittis dui vel nisl duis ac nibh fusce lacus purus,2025-02-14,
1637,1,5,37,1,,magna at nunc commodo placerat praesent blandit nam nulla integer,2025-02-09,
1638,2,5,38,2,,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,2025-02-25,
1639,3,5,39,3,,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,2025-02-03,
1640,4,5,40,4,9,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,2025-02-07,
1641,1,5,41,1,,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,2025-02-24,
1642,2,5,42,2,,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,2025-02-11,
1643,3,5,43,3,,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,2025-02-07,
1644,4,5,44,4,,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,2025-02-25,
1645,1,5,45,1,,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,2025-02-04,
1646,2,5,46,2,,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,2025-02-04,
1647,3,5,47,3,,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,2025-02-15,
1648,4,5,48,4,,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,2025-02-15,
1649,1,5,49,1,4,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,2025-02-16,
1650,2,5,50,2,,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,2025-02-21,
1651,3,5,51,3,6,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,2025-02-06,
1652,4,5,52,4,,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,2025-02-15,
1653,1,5,53,1,,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,2025-02-01,
1654,2,5,54,2,,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,2025-02-14,
1655,3,5,55,3,,pede ullamcorper augue a suscipit nulla elit ac nulla sed,2025-02-10,
1656,4,5,56,4,10,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,2025-02-05,
1657,1,5,57,1,6,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,2025-02-06,
1658,2,5,58,2,,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,2025-02-06,
1659,3,5,59,3,,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,2025-02-14,
1660,4,5,60,4,,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,2025-02-07,
1661,1,5,61,1,,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,2025-02-08,
1662,2,5,62,2,,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,2025-02-26,
1663,3,5,63,3,,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,2025-02-08,
1664,4,5,64,4,4,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,2025-02-25,
1665,1,5,65,1,,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,2025-02-22,
1666,2,5,66,2,,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,2025-02-15,
1667,3,5,67,3,,duis at velit eu est congue elementum in hac habitasse platea dictumst,2025-02-23,
1668,4,5,68,4,,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,2025-02-22,
